Employee_ID,Age,Gender,Department,Job_Role,Education,Monthly_Salary,Years_At_Company,Total_Working_Years,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Performance_Rating,Overtime,Business_Travel,Promotion_Last_5Yrs,Training_Hours,Projects_Handled,Absence_Days,Late_Days,Team_Size,Engagement_Score,Joining_Date,Last_Promotion_Date,Attrition
EMP127725,38,Female,Customer Support,Team Leader,Master's,43900,8.3,10.5,2,3,2,4,No,Frequently,No,77.0,4,4,3,7,65.8,2018-04-12,,No
EMP127726,36,Male,Sales,Sales Executive,Bachelor's,34200,8.9,11.4,3,3,2,3,No,None,No,5.0,5,4,0,5,61.1,2017-09-05,,No
EMP127727,42,Female,Technology,QA Engineer,Bachelor's,66800,9.7,17.5,3,2,3,5,Yes,None,Yes,52.0,5,11,2,1,73.7,2016-11-17,2021-02-26,No
EMP127728,31,Male,Sales,Account Executive,Diploma,30100,4.7,8.6,3,3,2,4,No,None,Yes,35.0,7,9,1,5,69.1,2021-11-17,2023-01-03,No
EMP127729,42,Male,Sales,Business Development Executive,Bachelor's,32700,2.4,10.2,3,3,4,3,Yes,Rarely,No,44.0,7,11,1,1,77.6,2024-03-06,,No
EMP127730,27,Male,Finance,Finance Manager,Bachelor's,57900,0.2,2.9,2,3,2,3,Yes,Rarely,No,68.0,5,11,1,6,62.7,2026-05-19,,No
EMP127731,30,Female,Technology,QA Engineer,Bachelor's,51600,0.2,6.4,4,3,2,4,Yes,None,No,48.0,5,13,0,2,78.8,2026-05-19,,No
EMP127732,35,Male,Technology,Data Engineer,Master's,60600,6.4,10.6,4,4,4,4,No,None,No,34.0,7,3,1,3,92.7,2020-03-06,,No
EMP127733,39,Male,Customer Support,Team Leader,Bachelor's,44200,7.7,10.8,3,2,2,4,No,Frequently,No,25.0,2,8,4,6,61.2,2018-11-18,,No
EMP127734,23,Male,Sales,Business Development Executive,High School,27100,2.0,2.0,3,3,3,4,No,Frequently,Yes,60.0,8,8,2,2,78.2,2024-07-31,2025-10-07,No
EMP127735,37,Female,Customer Support,Customer Support Executive,High School,27900,3.1,8.7,3,4,3,3,No,None,Yes,43.0,7,8,2,2,78.7,2023-06-25,2025-10-29,No
EMP127736,23,Female,Operations,Supply Chain Analyst,High School,26900,2.0,2.0,4,2,3,4,No,None,No,44.0,6,10,1,1,76.8,2024-07-31,,No
EMP127737,26,Male,Technology,Data Analyst,Bachelor's,46100,5.0,5.0,3,3,3,4,No,Rarely,No,37.0,8,8,2,5,74.4,2021-07-31,,No
EMP127738,44,Female,Operations,Operations Executive,High School,41500,7.6,15.0,2,3,4,2,No,Frequently,No,29.0,3,0,2,4,64.6,2018-12-24,,No
EMP127739,42,Female,Finance,Financial Analyst,Bachelor's,45300,0.5,13.5,3,2,3,4,No,None,No,46.0,7,3,6,5,69.7,2026-01-29,,No
EMP127740,45,Male,Sales,Account Executive,Diploma,39500,4.5,14.2,1,4,1,2,No,Rarely,No,27.0,7,11,2,2,48.0,2022-01-29,,No
EMP127741,27,Male,Research & Development,Research Scientist,Bachelor's,45100,2.7,4.2,3,3,3,2,No,None,No,40.0,5,13,2,4,68.9,2023-11-18,,Yes
EMP127742,27,Female,Operations,Supply Chain Analyst,Master's,39500,2.9,5.4,4,2,3,5,No,None,Yes,56.0,6,7,3,5,81.8,2023-09-06,2026-06-25,No
EMP127743,28,Male,Customer Support,Customer Success Manager,Master's,48000,5.4,5.4,3,2,3,5,No,None,No,48.0,7,11,3,4,73.0,2021-03-07,,No
EMP127744,36,Male,Customer Support,Team Leader,Diploma,44700,4.8,12.1,4,1,4,3,No,Frequently,No,34.0,4,7,3,3,70.9,2021-10-12,,No
EMP127745,46,Female,Sales,Business Development Executive,Master's,33000,9.0,12.1,4,2,2,4,No,Rarely,Yes,42.0,10,6,2,4,71.5,2017-07-31,2019-02-26,No
EMP127746,34,Male,Technology,Software Engineer,Bachelor's,54600,2.4,6.7,4,3,4,4,No,Frequently,No,43.0,4,4,3,4,87.9,2024-03-06,,No
EMP127747,21,Female,Sales,Business Development Executive,Master's,19300,0.0,0.0,3,3,3,4,No,Rarely,No,69.0,6,5,1,4,78.2,2026-07-31,,No
EMP127748,35,Female,Customer Support,Customer Support Executive,Master's,26900,4.2,6.7,3,1,4,2,Yes,None,No,5.0,4,12,4,3,55.6,2022-05-19,,Yes
EMP127749,34,Male,Customer Support,Team Leader,Bachelor's,42000,10.5,10.5,1,4,3,2,No,None,No,16.0,8,8,5,3,56.2,2016-01-30,,No
EMP127750,44,Male,Operations,Supply Chain Analyst,Master's,42200,15.4,15.4,2,1,4,4,No,None,No,43.0,5,16,2,4,60.4,2011-03-07,,No
EMP127751,37,Male,Sales,Sales Executive,Bachelor's,30100,2.7,9.5,4,3,4,3,Yes,None,No,28.0,4,10,2,4,82.4,2023-11-18,,Yes
EMP127752,37,Male,Sales,Sales Manager,Bachelor's,46700,2.6,9.2,2,4,4,4,Yes,None,No,77.0,2,14,3,9,82.0,2023-12-24,,No
EMP127753,35,Male,Customer Support,Support Specialist,Master's,31700,5.7,8.5,3,3,3,3,No,None,No,37.0,9,6,4,4,71.4,2020-11-17,,Yes
EMP127754,26,Male,Research & Development,Product Analyst,Bachelor's,38700,5.0,5.0,2,4,3,4,Yes,None,No,37.0,2,10,1,4,73.2,2021-07-31,,No
EMP127755,34,Female,Technology,Software Engineer,Master's,56100,4.1,9.2,2,3,4,2,Yes,Rarely,Yes,48.0,5,11,1,4,67.8,2022-06-24,2023-07-04,No
EMP127756,37,Male,Sales,Business Development Executive,Bachelor's,27800,5.7,10.3,3,3,2,5,No,None,Yes,43.0,4,9,2,1,73.4,2020-11-17,2024-11-25,No
EMP127757,35,Female,Technology,Data Engineer,Master's,59300,7.6,9.9,2,1,4,4,Yes,Frequently,No,41.0,3,11,4,2,60.1,2018-12-24,,No
EMP127758,21,Male,Sales,Account Executive,PhD,27400,0.0,0.0,4,3,2,5,No,Rarely,No,38.0,7,15,3,4,80.1,2026-07-31,,Yes
EMP127759,41,Female,Customer Support,Support Specialist,Master's,37600,1.5,14.9,3,3,1,4,Yes,Rarely,No,35.0,3,15,3,3,64.1,2025-01-29,,Yes
EMP127760,36,Male,Human Resources,HR Business Partner,Bachelor's,42400,4.6,6.9,4,3,3,4,Yes,Rarely,No,57.0,3,9,3,1,85.2,2021-12-24,,No
EMP127761,43,Male,Operations,Supply Chain Analyst,Bachelor's,35800,3.4,11.7,3,3,3,3,No,None,No,32.0,5,9,5,2,70.6,2023-03-07,,Yes
EMP127762,33,Female,Finance,Financial Analyst,Bachelor's,41900,10.2,10.2,2,2,2,3,No,None,No,39.0,5,16,4,2,53.0,2016-05-18,,No
EMP127763,37,Male,Technology,Software Engineer,Diploma,45400,4.2,11.7,2,1,3,4,Yes,Rarely,No,70.0,3,10,1,5,58.2,2022-05-19,,No
EMP127764,21,Female,Technology,Data Analyst,High School,44100,0.0,0.0,2,4,3,3,No,None,No,50.0,5,0,2,5,72.3,2026-07-31,,No
EMP127765,32,Female,Customer Support,Customer Support Executive,Bachelor's,26500,2.7,9.7,3,3,1,3,No,None,Yes,41.0,6,11,1,2,62.1,2023-11-18,2024-12-27,No
EMP127766,46,Female,Marketing,Marketing Analyst,PhD,40700,1.4,18.9,3,3,3,3,No,Frequently,No,33.0,4,1,1,1,70.8,2025-03-07,,Yes
EMP127767,41,Male,Finance,Financial Analyst,Master's,56600,9.3,16.1,3,3,4,3,No,Rarely,No,23.0,4,9,3,1,74.1,2017-04-12,,No
EMP127768,29,Female,Technology,IT Support Specialist,Bachelor's,43600,1.3,6.2,4,4,2,4,No,Rarely,No,50.0,5,7,2,3,85.3,2025-04-12,,No
EMP127769,29,Male,Sales,Sales Manager,Master's,47600,8.0,8.0,3,4,3,3,No,None,No,40.0,5,5,2,13,78.2,2018-07-31,,No
EMP127770,41,Female,Sales,Sales Manager,Master's,54600,0.3,17.7,2,4,2,2,No,None,No,33.0,5,7,4,11,61.5,2026-04-12,,Yes
EMP127771,23,Female,Operations,Supply Chain Analyst,Bachelor's,29200,2.0,2.0,3,1,3,3,No,None,No,15.0,4,4,3,1,55.2,2024-07-31,,No
EMP127772,39,Male,Human Resources,HR Business Partner,Diploma,39900,2.2,11.2,2,4,4,4,Yes,Rarely,No,47.0,6,9,2,1,79.8,2024-05-18,,No
EMP127773,46,Male,Finance,Accountant,Bachelor's,63200,4.2,18.7,4,4,3,5,No,None,No,60.0,2,14,0,2,95.0,2022-05-19,,No
EMP127774,24,Male,Customer Support,Team Leader,Bachelor's,35400,3.0,3.0,3,3,2,3,No,None,No,22.0,5,2,2,3,63.9,2023-07-31,,No
EMP127775,37,Male,Human Resources,Recruiter,High School,33700,3.5,8.6,3,3,4,3,No,None,No,49.0,5,3,0,4,78.4,2023-01-30,,No
EMP127776,37,Male,Finance,Financial Analyst,Master's,53300,7.5,10.4,3,4,3,5,Yes,Rarely,No,63.0,6,2,2,1,87.5,2019-01-30,,Yes
EMP127777,38,Male,Sales,Account Executive,Bachelor's,38100,5.2,8.3,3,4,4,3,Yes,None,No,20.0,6,12,5,4,79.8,2021-05-19,,No
EMP127778,36,Male,Customer Support,Customer Success Manager,Bachelor's,37600,5.2,9.5,1,2,4,4,Yes,Frequently,No,41.0,6,13,3,4,58.8,2021-05-19,,Yes
EMP127779,44,Male,Operations,Supply Chain Analyst,Bachelor's,43600,2.4,10.5,3,4,4,3,No,Rarely,No,35.0,9,13,2,2,82.3,2024-03-06,,No
EMP127780,28,Male,Sales,Sales Executive,Bachelor's,35600,6.8,6.8,4,3,4,2,Yes,None,No,23.0,4,11,2,4,78.6,2019-10-12,,No
EMP127781,29,Female,Operations,Supply Chain Analyst,Bachelor's,35400,8.0,8.0,3,3,3,3,No,,Yes,24.0,9,8,1,5,69.2,2018-07-31,2024-02-09,No
EMP127782,21,Male,Finance,Senior Accountant,Diploma,38100,0.0,0.0,3,3,2,3,No,Rarely,No,19.0,4,8,2,3,63.4,2026-07-31,,No
EMP127783,33,Female,Customer Support,Support Specialist,High School,28900,4.8,8.5,2,3,3,2,No,None,No,22.0,5,8,1,1,58.4,2021-10-12,,Yes
EMP127784,42,Female,Research & Development,Research Analyst,Master's,55200,6.5,14.9,4,4,4,5,No,Rarely,No,49.0,5,8,0,3,98.2,2020-01-30,,No
EMP127785,35,Male,Operations,Supply Chain Analyst,Master's,39600,1.1,6.3,3,2,3,4,No,Frequently,No,69.0,2,3,2,1,72.0,2025-06-24,,No
EMP127786,42,Female,Marketing,Marketing Executive,High School,40500,4.0,16.1,3,1,3,3,No,None,No,38.0,3,11,4,3,59.1,2022-07-31,,No
EMP127787,33,Male,Sales,Business Development Executive,Diploma,32100,1.8,6.3,3,1,2,4,Yes,Rarely,No,40.0,1,7,4,2,57.4,2024-10-12,,No
EMP127788,21,Female,Operations,Process Analyst,High School,36400,0.0,0.0,2,3,2,3,No,Rarely,No,22.0,5,9,1,4,56.4,2026-07-31,,Yes
EMP127789,34,Male,Marketing,Marketing Executive,Diploma,36700,5.7,6.2,1,2,3,3,No,Frequently,Yes,25.0,8,2,5,5,48.2,2020-11-17,2024-07-18,Yes
EMP127790,27,Male,Human Resources,Recruiter,Bachelor's,28400,3.6,4.7,4,3,3,3,No,Frequently,No,37.0,4,10,1,1,78.9,2022-12-24,,No
EMP127791,31,Male,Operations,Operations Executive,High School,31700,5.2,8.2,4,3,3,3,Yes,Frequently,No,15.0,2,8,3,3,75.2,2021-05-19,,No
EMP127792,22,Male,Customer Support,Team Leader,Bachelor's,30900,1.0,1.0,3,2,1,3,No,Rarely,No,22.0,3,5,1,5,52.7,2025-07-31,,Yes
EMP127793,40,Non-Binary,Technology,Data Analyst,Bachelor's,61800,3.9,13.7,3,1,4,3,No,None,No,26.0,6,15,2,3,62.1,2022-09-06,,No
EMP127794,41,Female,Sales,Account Executive,High School,33800,1.6,14.4,1,4,3,3,No,Frequently,No,66.0,5,4,1,3,66.5,2024-12-24,,No
EMP127795,38,Male,Marketing,Brand Manager,Bachelor's,83400,5.3,12.3,4,4,3,4,No,None,No,17.0,2,10,2,10,84.8,2021-04-12,,Yes
EMP127796,27,Female,Customer Support,Support Specialist,Bachelor's,28800,6.0,6.0,2,3,2,3,No,None,No,33.0,6,13,0,2,58.2,2020-07-30,,No
EMP127797,31,Male,Customer Support,Team Leader,Diploma,37600,2.7,7.2,3,4,3,3,Yes,Rarely,No,51.0,7,11,6,5,80.0,2023-11-18,,No
EMP127798,24,Male,Operations,Operations Manager,Bachelor's,42300,3.0,3.0,3,2,2,3,Yes,Frequently,No,36.0,6,12,7,9,60.0,2023-07-31,,No
EMP127799,21,Male,Customer Support,Support Specialist,Bachelor's,24000,0.0,0.0,3,3,2,4,Yes,Frequently,No,51.0,4,4,2,4,71.7,2026-07-31,,No
EMP127800,36,Female,Marketing,Brand Manager,Bachelor's,64600,3.2,10.7,3,3,1,2,No,None,Yes,27.0,6,7,2,8,56.8,2023-05-19,2025-07-15,No
EMP127801,40,Male,Sales,Account Executive,Bachelor's,34700,2.3,10.0,3,3,3,4,Yes,None,No,39.0,2,9,4,1,74.8,2024-04-12,,No
EMP127802,37,Male,Marketing,Digital Marketing Specialist,High School,30300,1.8,10.8,1,3,3,3,No,Rarely,No,16.0,7,7,5,5,52.9,2024-10-12,,No
EMP127803,26,Female,Sales,Business Development Executive,Master's,23000,2.2,3.2,2,4,3,4,Yes,Frequently,No,33.0,6,16,3,5,72.5,2024-05-18,,No
EMP127804,42,Male,Technology,IT Support Specialist,Bachelor's,56300,1.7,15.0,1,1,4,3,No,None,No,33.0,6,10,2,1,48.2,2024-11-17,,Yes
EMP127805,47,Male,Finance,Financial Analyst,Diploma,57100,6.0,21.9,2,4,4,3,Yes,,Yes,64.0,5,2,4,1,79.0,2020-07-30,2025-10-27,No
EMP127806,35,Female,Technology,Data Analyst,Bachelor's,52500,6.7,10.4,3,1,3,4,No,None,No,41.0,6,6,4,3,62.6,2019-11-18,,No
EMP127807,43,Male,Technology,Data Analyst,High School,54600,1.1,10.7,2,2,3,3,No,Frequently,No,50.0,2,8,6,5,59.8,2025-06-24,,No
EMP127808,29,Female,Sales,Business Development Executive,Bachelor's,32000,8.0,8.0,2,4,3,4,No,None,No,46.0,3,8,1,5,74.7,2018-07-31,,No
EMP127809,26,Female,Technology,QA Engineer,Master's,50600,4.7,4.7,3,3,3,3,No,None,No,33.0,3,9,2,3,70.8,2021-11-17,,Yes
EMP127810,21,Male,Sales,Account Executive,Bachelor's,24600,0.0,0.0,2,3,2,3,No,None,No,29.0,3,5,2,3,57.6,2026-07-31,,No
EMP127811,37,Female,Human Resources,HR Executive,Bachelor's,30800,8.8,13.1,2,3,3,3,Yes,None,No,16.0,4,13,4,5,60.4,2017-10-12,,No
EMP127812,37,Female,Marketing,Digital Marketing Specialist,Bachelor's,42200,0.4,11.6,3,3,4,2,No,Rarely,No,48.0,5,10,1,2,75.3,2026-03-07,,Yes
EMP127813,31,Male,Customer Support,Support Specialist,Bachelor's,25700,5.2,7.2,4,4,3,4,No,None,No,36.0,6,11,3,3,88.0,2021-05-19,,No
EMP127814,34,Female,Customer Support,Customer Success Manager,Bachelor's,70700,6.2,11.2,3,3,3,3,Yes,None,No,38.0,3,7,1,3,71.6,2020-05-18,,No
EMP127815,22,Female,Finance,Senior Accountant,High School,41800,1.0,1.0,2,4,3,3,No,Rarely,No,40.0,4,7,2,3,70.7,2025-07-31,,No
EMP127816,32,Male,Marketing,Marketing Analyst,Master's,36800,4.2,9.4,3,3,2,4,No,Frequently,Yes,54.0,6,3,3,1,72.2,2022-05-19,2023-07-28,No
EMP127817,32,Female,Technology,IT Support Specialist,Master's,52700,6.5,7.8,1,2,1,3,No,None,No,17.0,6,7,1,3,36.8,2020-01-30,,No
EMP127818,28,Male,Sales,Sales Manager,Master's,53500,1.5,3.8,3,3,2,3,Yes,None,No,27.0,7,11,7,3,64.8,2025-01-29,,Yes
EMP127819,36,Male,Operations,Supply Chain Analyst,Master's,35300,2.1,10.9,2,3,3,3,No,None,No,32.0,9,13,2,4,63.1,2024-06-24,,No
EMP127820,34,Male,Operations,Operations Executive,Bachelor's,34400,4.7,10.6,2,4,4,3,No,None,No,42.0,2,3,2,1,76.0,2021-11-17,,No
EMP127821,38,Male,Customer Support,Team Leader,Master's,56200,1.5,11.0,2,2,3,3,No,None,No,25.0,4,8,2,15,55.7,2025-01-29,,Yes
EMP127822,34,Male,Operations,Operations Executive,Bachelor's,30900,8.7,8.7,3,1,1,3,No,None,No,29.0,8,3,1,3,47.6,2017-11-17,,No
EMP127823,27,Female,Sales,Sales Manager,Master's,46900,2.2,4.5,3,3,4,4,Yes,None,No,39.0,3,4,1,10,79.8,2024-05-18,,No
EMP127824,41,Female,Customer Support,Customer Success Manager,Bachelor's,52400,5.4,13.5,3,4,2,4,Yes,None,No,52.0,6,7,1,11,78.2,2021-03-07,,Yes
EMP127825,28,Male,Operations,Operations Manager,Bachelor's,60500,7.0,7.0,2,3,4,2,No,Rarely,No,38.0,7,6,1,11,66.1,2019-07-31,,No
EMP127826,47,Female,Customer Support,Customer Support Executive,Bachelor's,30600,0.4,17.6,3,2,2,3,Yes,Rarely,No,34.0,1,14,1,4,59.7,2026-03-07,,No
EMP127827,39,Female,Customer Support,Customer Success Manager,Master's,55200,11.1,13.0,4,3,3,3,No,None,No,11.0,10,5,0,5,74.6,2015-06-25,,Yes
EMP127828,55,Male,Technology,Data Engineer,Bachelor's,64300,4.6,24.7,3,3,2,4,No,Rarely,No,37.0,5,9,1,1,69.4,2021-12-24,,No
EMP127829,27,Male,Sales,Account Executive,PhD,29500,4.6,4.6,3,1,3,4,No,None,No,56.0,2,2,3,2,65.1,2021-12-24,,No
EMP127830,33,Male,Sales,Business Development Executive,Master's,32100,9.5,9.5,2,2,4,3,No,Frequently,No,27.0,4,7,5,2,61.0,2017-01-29,,Yes
EMP127831,32,Male,Sales,Sales Manager,Bachelor's,45000,1.2,8.5,1,2,4,3,No,None,No,64.0,5,7,5,7,59.0,2025-05-19,,No
EMP127832,33,Female,Technology,Software Engineer,Diploma,53200,0.5,8.4,3,3,3,2,No,Rarely,No,24.0,3,5,2,5,66.3,2026-01-29,,No
EMP127833,33,Male,Human Resources,HR Business Partner,Bachelor's,44700,8.0,8.0,2,3,3,4,Yes,Frequently,Yes,55.0,4,12,1,3,69.9,2018-07-31,2025-02-15,Yes
EMP127834,37,Male,Research & Development,Research Analyst,Bachelor's,61600,5.4,14.0,3,1,3,2,No,Frequently,No,32.0,5,5,4,5,55.1,2021-03-07,,No
EMP127835,40,Female,Customer Support,Customer Support Executive,Bachelor's,25300,8.7,11.6,2,3,2,3,No,None,No,35.0,4,15,1,4,58.6,2017-11-17,,No
EMP127836,40,Male,Marketing,Brand Manager,PhD,51900,1.6,9.8,4,4,3,3,Yes,Rarely,No,35.0,5,4,1,15,84.8,2024-12-24,,No
EMP127837,43,Female,Sales,Account Executive,Bachelor's,36900,3.7,14.0,3,2,3,3,Yes,None,No,5.0,7,11,4,5,59.8,2022-11-18,,No
EMP127838,21,Male,Technology,IT Support Specialist,Diploma,38700,0.0,0.0,3,3,3,3,No,None,No,20.0,4,9,2,1,68.6,2026-07-31,,No
EMP127839,46,Male,Marketing,Marketing Executive,Bachelor's,37700,5.8,20.5,3,1,3,3,No,None,Yes,38.0,2,8,3,1,59.1,2020-10-12,2021-12-17,No
EMP127840,31,Male,Sales,Business Development Executive,High School,33500,3.9,7.1,4,3,3,4,Yes,Rarely,No,39.0,4,7,1,1,82.2,2022-09-06,,No
EMP127841,42,Male,Customer Support,Customer Support Executive,Master's,35000,2.5,18.3,3,3,1,4,Yes,Frequently,No,27.0,5,5,3,2,62.8,2024-01-30,,No
EMP127842,35,Male,Research & Development,Product Analyst,Master's,46100,4.3,12.1,2,2,4,3,No,None,No,53.0,8,10,3,4,65.3,2022-04-12,,No
EMP127843,47,Female,Finance,Financial Analyst,Bachelor's,50400,0.6,15.4,4,3,4,4,No,None,No,55.0,6,15,1,3,89.9,2025-12-24,,Yes
EMP127844,47,Male,Marketing,Digital Marketing Specialist,Bachelor's,48500,3.0,21.0,4,3,4,4,Yes,Frequently,No,36.0,4,6,0,2,86.8,2023-07-31,,No
EMP127845,43,Male,Sales,Business Development Executive,Bachelor's,39800,4.2,19.0,1,3,2,2,No,None,No,30.0,3,12,1,1,47.2,2022-05-19,,No
EMP127846,47,Female,Marketing,Marketing Executive,PhD,31700,2.9,16.5,3,3,3,4,No,None,No,45.0,2,9,3,4,75.8,2023-09-06,,No
EMP127847,26,Female,Sales,Account Executive,High School,29500,5.0,5.0,3,2,3,3,No,None,No,34.0,8,8,6,5,64.7,2021-07-31,,Yes
EMP127848,51,Male,Sales,Business Development Executive,Diploma,39800,0.8,14.5,1,4,3,3,No,None,No,10.0,4,12,2,5,58.2,2025-10-12,,No
EMP127849,32,Male,Marketing,Marketing Executive,Bachelor's,29300,3.4,8.1,4,3,4,3,Yes,None,No,36.0,4,5,4,2,83.7,2023-03-07,,No
EMP127850,28,Male,Marketing,Marketing Executive,Master's,30300,3.8,6.1,4,2,3,4,No,None,No,52.0,4,5,3,5,78.2,2022-10-12,,No
EMP127851,23,Female,Operations,Operations Manager,Bachelor's,46200,2.0,2.0,3,3,1,3,No,None,No,50.0,5,9,3,10,63.6,2024-07-31,,No
EMP127852,31,Female,Human Resources,HR Executive,PhD,26400,3.2,7.1,3,2,3,3,Yes,Rarely,No,26.0,5,2,5,4,63.3,2023-05-19,,No
EMP127853,21,Male,Operations,Operations Manager,High School,43600,0.0,0.0,3,3,3,3,Yes,Frequently,No,13.0,4,6,4,5,67.4,2026-07-31,,No
EMP127854,32,Male,Customer Support,Support Specialist,Master's,29900,0.8,8.3,4,2,3,3,No,None,No,49.0,5,10,3,3,74.7,2025-10-12,,No
EMP127855,34,Female,Research & Development,Research Scientist,Bachelor's,57000,13.0,13.0,1,2,3,2,No,None,No,34.0,6,11,1,2,46.7,2013-07-31,,No
EMP127856,39,Female,Customer Support,Team Leader,Master's,48000,17.3,17.3,3,2,4,3,Yes,None,No,20.0,2,6,3,11,67.3,2009-04-12,,No
EMP127857,30,Female,Customer Support,Team Leader,Bachelor's,35400,3.2,7.9,4,3,4,3,Yes,None,No,33.0,2,10,2,7,83.2,2023-05-19,,No
EMP127858,25,Male,Marketing,Brand Manager,Master's,50800,4.0,4.0,4,2,2,4,No,None,No,45.0,6,7,3,7,72.0,2022-07-31,,No
EMP127859,35,Male,Operations,Process Analyst,Bachelor's,38000,3.0,7.4,4,4,3,4,Yes,Frequently,No,57.0,6,6,1,3,91.5,2023-07-31,,Yes
EMP127860,40,Male,Sales,Sales Manager,Bachelor's,63200,7.9,16.7,4,3,4,5,No,None,No,44.0,6,2,5,4,91.1,2018-09-06,,No
EMP127861,36,Female,Sales,Sales Executive,Diploma,42400,1.3,8.8,1,3,2,3,Yes,None,No,37.0,5,8,0,5,51.4,2025-04-12,,No
EMP127862,21,Male,Customer Support,Support Specialist,Diploma,26400,0.0,0.0,4,4,3,4,No,None,No,40.0,3,7,1,5,88.7,2026-07-31,,No
EMP127863,40,Female,Customer Support,Team Leader,Bachelor's,47700,3.0,16.2,4,3,3,5,Yes,Rarely,No,60.0,6,10,2,6,88.8,2023-07-31,,No
EMP127864,46,Female,Operations,Operations Executive,Diploma,37800,8.8,15.6,4,3,1,3,No,Rarely,No,24.0,3,11,2,2,66.8,2017-10-12,,No
EMP127865,42,Male,Finance,Accountant,Bachelor's,38900,9.2,12.8,3,3,2,4,No,None,No,27.0,3,15,3,2,67.8,2017-05-19,,Yes
EMP127866,44,Male,Sales,Sales Executive,Bachelor's,34100,7.6,17.9,3,3,2,3,Yes,Frequently,No,43.0,7,10,1,1,67.4,2018-12-24,,No
EMP127867,43,Female,Technology,Data Analyst,Bachelor's,52800,1.1,11.4,2,4,3,4,No,Rarely,No,41.0,3,1,1,4,73.8,2025-06-24,,No
EMP127868,34,Female,Finance,Financial Analyst,Master's,45400,6.2,8.0,4,4,4,4,Yes,None,No,47.0,3,10,0,5,94.8,2020-05-18,,No
EMP127869,33,Male,Human Resources,HR Executive,Master's,29300,6.5,8.3,2,2,4,3,No,Frequently,No,60.0,4,10,3,2,66.5,2020-01-30,,No
EMP127870,39,Female,Research & Development,Research Scientist,Master's,63400,10.4,15.5,3,4,3,5,Yes,None,Yes,77.0,3,10,2,4,87.5,2016-03-06,2020-08-10,No
EMP127871,36,Male,Sales,Business Development Executive,Diploma,39600,1.1,13.4,2,2,3,3,No,None,No,25.0,6,6,4,1,55.7,2025-06-24,,No
EMP127872,40,Female,Human Resources,Recruiter,Bachelor's,34500,0.8,10.1,1,2,3,3,Yes,Rarely,No,11.0,5,11,5,1,45.8,2025-10-12,,Yes
EMP127873,29,Male,Finance,Financial Analyst,Bachelor's,37000,4.6,4.6,3,3,2,4,No,Rarely,No,38.0,5,3,2,1,69.6,2021-12-24,,No
EMP127874,33,Female,Research & Development,Research Analyst,Bachelor's,40400,3.5,6.5,4,3,3,4,No,None,No,,4,6,2,1,82.6,2023-01-30,,No
EMP127875,38,Male,Customer Support,Team Leader,Bachelor's,48300,5.8,15.2,2,2,4,3,No,None,No,36.0,8,6,7,13,62.5,2020-10-12,,No
EMP127876,36,Female,Finance,Accountant,Master's,49900,4.6,12.9,3,3,2,4,Yes,None,Yes,26.0,4,16,4,2,67.6,2021-12-24,2025-07-05,No
EMP127877,21,Male,Research & Development,Research Analyst,Bachelor's,34100,0.0,0.0,4,2,2,3,No,Rarely,No,25.0,3,10,5,4,65.7,2026-07-31,,No
EMP127878,46,Male,Human Resources,HR Business Partner,Master's,39300,1.5,13.6,3,2,3,3,No,None,No,17.0,2,6,5,4,61.8,2025-01-29,,No
EMP127879,48,Female,Sales,Account Executive,Bachelor's,25800,1.4,13.3,4,3,3,3,No,None,No,29.0,5,6,4,5,77.6,2025-03-07,,No
EMP127880,31,Female,Operations,Supply Chain Analyst,Bachelor's,38500,4.0,7.7,3,3,4,3,No,Frequently,No,45.0,9,12,1,5,77.8,2022-07-31,,No
EMP127881,29,Non-Binary,Technology,Software Engineer,PhD,46600,4.1,6.1,3,3,2,5,No,Frequently,No,60.0,3,13,3,5,76.2,2022-06-24,,No
EMP127882,29,Male,Operations,Operations Manager,Master's,69400,3.5,7.1,4,1,3,3,Yes,None,No,29.0,6,13,3,12,65.1,2023-01-30,,No
EMP127883,32,Male,Research & Development,Research Scientist,Bachelor's,49700,6.3,6.3,4,3,3,3,Yes,None,No,9.0,6,10,3,2,74.2,2020-04-12,,No
EMP127884,33,Female,Customer Support,Customer Support Executive,Bachelor's,27500,2.1,9.5,4,3,2,4,No,Rarely,No,64.0,5,8,1,1,80.8,2024-06-24,,No
EMP127885,29,Male,Technology,Software Engineer,Bachelor's,58100,8.0,8.0,3,2,4,2,Yes,None,No,12.0,6,16,3,2,63.0,2018-07-31,,Yes
EMP127886,50,Female,Technology,Data Analyst,High School,72700,3.3,25.5,4,4,3,2,No,Rarely,No,33.0,3,8,3,2,81.5,2023-04-13,,Yes
EMP127887,36,Female,Sales,Sales Executive,Diploma,34800,1.2,9.2,4,3,3,4,No,None,No,47.0,2,0,1,2,83.6,2025-05-19,,No
EMP127888,40,Female,Technology,Data Engineer,High School,48100,0.9,11.4,3,3,2,4,Yes,Frequently,No,34.0,0,4,3,1,68.9,2025-09-05,,Yes
EMP127889,42,Male,Sales,Business Development Executive,Bachelor's,36500,1.3,13.2,2,3,4,3,No,Rarely,No,44.0,3,14,3,5,70.1,2025-04-12,,No
EMP127890,44,Male,Human Resources,HR Executive,Master's,28800,3.2,14.1,4,3,3,3,No,None,No,34.0,6,4,4,5,78.4,2023-05-19,,No
